Event ID;Event Type;Event Status;Location; Specific Location;Consequences;RAM Potential;RAM Actual;Task / Activity;Risk Area;Event/Consequence: Consequence;Event: Consequences;Event: Human Factors;Event: Potential Severity - People;Event: Potential Severity - Asset;Event: Potential Severity - Community;Event: Potential Severity - Environmental
1081881;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;;;Cleaning, housekeeping;Minor cuts, abrasions, burns or punctures;Observation;;;;;;
1081881;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Environment;;;Cleaning, housekeeping;Minor cuts, abrasions, burns or punctures;Observation;;;;;;
1081885;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;;;Air transport operations (including drones, excluding airport refueling & business travel);Air transport;Observation;;;;;;
1081891;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Walking, ascending, descending;Slips and trips;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1089929;Near Miss;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;3C;;Material transfer, fueling, loading, unloading;Slips and trips;Near Miss;;;3. Major Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1089935;Near Miss;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;3C;;Confined space;Dropped or fallen objects;Near Miss;;;3. Major Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1098743;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;3C;;Confined space;Exposure to workplace health hazards;Observation;;;3. Major Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1098746;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Walking, ascending, descending;Slips and trips;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1098748;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;2C;;Cleaning, housekeeping;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1098748;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Cleaning, housekeeping;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1098748;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;2C;;Walking, ascending, descending;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1098748;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Walking, ascending, descending;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1098750;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Walking, ascending, descending;Slips and trips;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1103644;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;3B;;Lifting and hoisting;Dropped or fallen objects;Observation;;;3. Major Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1103702;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;3B;;Maintenance, inspection, testing;Falls from height (people);Observation;;;3. Major Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1103772;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;3C;;Hot work;Caught in, under, or between;Observation;;;3. Major Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1103772;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;3C;;Manual handling, tool use;Caught in, under, or between;Observation;;;3. Major Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1104993;Incident;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;FPSO Fluminense;Environment;1D;1;Equipment or process related;Non-process safety related leaks, spills, fires or explosions;Incident;Environment;;0. No Injury or Health Effect;0. No Damage;0. No Effect;1. Slight Effect
1105012;Incident;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;FPSO Fluminense;Environment;1D;1;Equipment or process related;Non-process safety related leaks, spills, fires or explosions;Incident;Environment;;0. No Injury or Health Effect;0. No Damage;0. No Effect;1. Slight Effect
1105152;Incident;In Progress;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;1D;1;Other;Non work-related illness, injury or death;Incident;;;1. Slight Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1105986;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;2C;;Other;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1105986;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Other;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1107162;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Maintenance, inspection, testing;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;2. Minor Effect
1107162;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Environment;2C;;Maintenance, inspection, testing;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;2. Minor Effect
1107162;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Other;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;2. Minor Effect
1107162;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Environment;2C;;Other;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;2. Minor Effect
1113363;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Other;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1113366;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;2C;;Other;Exposure to workplace health hazards;Observation;;;0. No Injury or Health Effect;2. Minor Damage;0. No Effect;2. Minor Effect
1113366;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Environment;2C;;Other;Exposure to workplace health hazards;Observation;;;0. No Injury or Health Effect;2. Minor Damage;0. No Effect;2. Minor Effect
1113366;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;2C;;Walking, ascending, descending;Exposure to workplace health hazards;Observation;;;0. No Injury or Health Effect;2. Minor Damage;0. No Effect;2. Minor Effect
1113366;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Environment;2C;;Walking, ascending, descending;Exposure to workplace health hazards;Observation;;;0. No Injury or Health Effect;2. Minor Damage;0. No Effect;2. Minor Effect
1114891;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;2C;;Maintenance, inspection, testing;Exposure to electricity;Observation;;;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1114891;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Maintenance, inspection, testing;Exposure to electricity;Observation;;;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1122662;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Maintenance, inspection, testing;Exposure to electricity;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1122669;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;2C;;Other;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1122669;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Other;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1122680;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;2C;;Maintenance, inspection, testing;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1122680;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Maintenance, inspection, testing;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1123416;Incident;In Progress;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;2D;2;Electrical work;Non-process safety related leaks, spills, fires or explosions;Incident;;;0. No Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1123627;Incident;Pending Approval;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;1D;1;Lifting and hoisting;Non-process safety related leaks, spills, fires or explosions;Incident;;;0. No Injury or Health Effect;1. Slight Damage;0. No Effect;1. Slight Effect
1123627;Incident;Pending Approval;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Environment;1D;1;Lifting and hoisting;Non-process safety related leaks, spills, fires or explosions;Incident;;;0. No Injury or Health Effect;1. Slight Damage;0. No Effect;1. Slight Effect
1123741;Incident;In Progress;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Environment;1D;1;Other;Non-process safety related leaks, spills, fires or explosions;Incident;;;0. No Injury or Health Effect;0. No Damage;0. No Effect;1. Slight Effect
1125446;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Maintenance, inspection, testing;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1141895;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Confined space;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1141895;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Working at height;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1141895;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Cleaning, housekeeping;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1141903;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Other;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1141922;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Office, accommodation, catering;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1141922;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Manual handling, tool use;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1141937;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;2C;;Maintenance, inspection, testing;Exposure to electricity;Observation;;;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1141937;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Maintenance, inspection, testing;Exposure to electricity;Observation;;;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1141937;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;2C;;Other;Exposure to electricity;Observation;;;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1141937;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Other;Exposure to electricity;Observation;;;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1141942;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Confined space;Falls from height (people);Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1141942;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Walking, ascending, descending;Falls from height (people);Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1144306;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Other;Process safety;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1159615;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Working at height;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1159619;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;3C;;Lifting and hoisting;Overexertion or strain;Observation;;;3. Major Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1159624;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Hot work;Minor cuts, abrasions, burns or punctures;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1159626;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;2C;;Maintenance, inspection, testing;Process safety;Observation;;;0. No Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1159632;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Material transfer, fueling, loading, unloading;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1159635;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Confined space;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1159635;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Working at height;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1171382;Incident;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;FPSO Fluminense;Asset Damage;1D;1;Maintenance, inspection, testing;Non-process safety related leaks, spills, fires or explosions;Incident;;;0. No Injury or Health Effect;1. Slight Damage;0. No Effect;0. No Effect
1171382;Incident;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;FPSO Fluminense;Asset Damage;1D;1;Equipment or process related;Non-process safety related leaks, spills, fires or explosions;Incident;;;0. No Injury or Health Effect;1. Slight Damage;0. No Effect;0. No Effect
1176560;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;3C;;Working at height;Dropped or fallen objects;Observation;;;3. Major Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1176560;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;3C;;Walking, ascending, descending;Dropped or fallen objects;Observation;;;3. Major Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1176562;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;3C;;Working at height;Falls from height (people);Observation;;;3. Major Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1176563;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Walking, ascending, descending;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1176564;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Other;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1176565;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Air transport operations (including drones, excluding airport refueling & business travel);Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1179343;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;;;Walking, ascending, descending;Caught in, under, or between;Observation;;;;;;
1196511;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;;;;Electrical work;;Observation;;;0. No Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1196512;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Maintenance, inspection, testing;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1196512;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Other;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1196514;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Working at height;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1196518;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;2C;;Equipment or process related;Exposure to electricity;Observation;;;0. No Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1196522;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Material transfer, fueling, loading, unloading;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1196526;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Maintenance, inspection, testing;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1196526;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Other;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1200775;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;;;;Lifting and hoisting;;Observation;;;0. No Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1200799;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;2C;;Electrical work;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1200799;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Electrical work;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1204302;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Other;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1206086;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Maintenance, inspection, testing;Slips and trips;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1206086;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Walking, ascending, descending;Slips and trips;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1208321;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Walking, ascending, descending;Slips and trips;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1210241;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Working at height;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1210241;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Hot work;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1210241;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Lifting and hoisting;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1211713;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Confined space;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1211713;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Working at height;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1213752;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;2C;;Other;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1213752;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Other;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1233812;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;;;Walking, ascending, descending;Caught in, under, or between;Observation;;;;;;
1233815;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;3C;;Cleaning, housekeeping;Dropped or fallen objects;Observation;;;3. Major Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1233815;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;3C;;Walking, ascending, descending;Dropped or fallen objects;Observation;;;3. Major Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1233818;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;;;Confined space;Exposure to workplace health hazards;Observation;;;;;;
1233823;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;3C;;Lifting and hoisting;Dropped or fallen objects;Observation;;;3. Major Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1233823;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;3C;;Lifting and hoisting;Dropped or fallen objects;Observation;;;3. Major Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1233827;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Maintenance, inspection, testing;Slips and trips;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1233832;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;;;Maintenance, inspection, testing;Dropped or fallen objects;Observation;;;;;;
1233832;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;;;Maintenance, inspection, testing;Dropped or fallen objects;Observation;;;;;;
1233834;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Maintenance, inspection, testing;Minor cuts, abrasions, burns or punctures;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1233840;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;3C;;Confined space;Exposure to workplace health hazards;Observation;;;3. Major Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1233846;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Cleaning, housekeeping;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1233848;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Maintenance, inspection, testing;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1233853;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;2C;;Maintenance, inspection, testing;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1233853;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Maintenance, inspection, testing;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1241140;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;2C;;Maintenance, inspection, testing;Maritime and water related;Observation;Asset Damage;Tools, equipment and workspace;0. No Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1241161;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Equipment or process related;Process safety;Observation;People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1249094;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Maintenance, inspection, testing;Process safety;Observation;People;Environmental conditions;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1249310;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Maintenance, inspection, testing;Process safety;Observation;People;Skills and capabilities;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1251181;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;2C;;Maintenance, inspection, testing;Maritime and water related;Observation;Asset Damage;Team communication, coordination, planning;0. No Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1251181;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;2C;;Maintenance, inspection, testing;Maritime and water related;Observation;Asset Damage;Tools, equipment and workspace;0. No Injury or Health Effect;2. Minor Damage;0. No Effect;0. No Effect
1251207;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;3C;;Maintenance, inspection, testing;Exposure to electricity;Observation;People;Task and procedure design;3. Major Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1251207;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;3C;;Maintenance, inspection, testing;Exposure to electricity;Observation;People;Tools, equipment and workspace;3. Major Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1253244;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Maintenance, inspection, testing;Exposure to workplace health hazards;Observation;People;Task and procedure design;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1253244;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Maintenance, inspection, testing;Exposure to workplace health hazards;Observation;People;Tools, equipment and workspace;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1253482;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Working at height;Dropped or fallen objects;Observation;People;Skills and capabilities;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1253482;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Working at height;Dropped or fallen objects;Observation;People;Task and procedure design;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1257340;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Other;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1258414;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;People;2C;;Other;Dropped or fallen objects;Observation;;;2. Minor Injury or Health Effect;0. No Damage;0. No Effect;0. No Effect
1272372;Observation;Closed;UPD/Z/OB - Bijupira & Salema Operations- Fluminese;;Asset Damage;3C;;Other;Exposure to workplace health hazards;Observation;;;2. Minor Injury or Health Effect;3. Moderate Damage;0. No Effect;0. No Effect
